         FINAL PRE-CLEARING PRICES AS OF 11/12/14 06:00 PM (CST)
MTH/                 ---- DAILY ---                        PT                     -------  PRIOR  DAY  -------
STRIKE     OPEN      HIGH      LOW       LAST      SETT    CHGE     EST.VOL       SETT         VOL         INT
ACD AUSTRALIAN DOLLAR/CANADIAN DOLLAR CROSSRATE FUT
9000       ----      ----      ----      ----    .01940 -.00220                 .02160
9050       ----      ----      ----      ----    .02390 -.00230                 .02620
9100       ----      ----      ----      ----    .02860 -.00240                 .03100
9150       ----      ----      ----      ----    .03340 -.00250                 .03590
9200       ----      ----      ----      ----    .03840 -.00250                 .04090
9250       ----      ----      ----      ----    .04330 -.00250                 .04580
9300       ----      ----      ----      ----    .04830 -.00250                 .05080
9350       ----      ----      ----      ----    .05330 -.00250                 .05580
9400       ----      ----      ----      ----    .05820 -.00260                 .06080
9450       ----      ----      ----      ----    .06320 -.00260                 .06580
9500       ----      ----      ----      ----    .06820 -.00260                 .07080
9550       ----      ----      ----      ----    .07320 -.00260                 .07580
9600       ----      ----      ----      ----    .07820 -.00260                 .08080
9650       ----      ----      ----      ----    .08320 -.00260                 .08580
9700       ----      ----      ----      ----    .08820 -.00260                 .09080
9750       ----      ----      ----      ----    .09320 -.00260                 .09580
9800       ----      ----      ----      ----    .09820 -.00260                 .10080
9850       ----      ----      ----      ----    .10320 -.00260                 .10580
9900       ----      ----      ----      ----    .10820 -.00260                 .11080
9950       ----      ----      ----      ----    .11320 -.00260                 .11580
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL
3C NOV14 CANADIAN WEEKLY 3 CALL
10000      ----      ----      ----      ----       CAB    UNCH                    CAB
10050      ----      ----      ----      ----       CAB    UNCH                    CAB
10100      ----      ----      ----      ----       CAB    UNCH                    CAB
10150      ----      ----      ----      ----       CAB    UNCH                    CAB
10200      ----      ----      ----      ----       CAB    UNCH                    CAB
10250      ----      ----      ----      ----       CAB    UNCH                    CAB
10300      ----      ----      ----      ----       CAB    UNCH                    CAB
10350      ----      ----      ----      ----       CAB    UNCH                    CAB
10400      ----      ----      ----      ----       CAB    UNCH                    CAB
10450      ----      ----      ----      ----       CAB    UNCH                    CAB
10500      ----      ----      ----      ----       CAB    UNCH                    CAB
10550      ----      ----      ----      ----       CAB    UNCH                    CAB
10600      ----      ----      ----      ----       CAB    UNCH                    CAB
7500       ----      ----      ----      ----    13.380   +.260                 13.120
7550       ----      ----      ----      ----    12.880   +.260                 12.620
7600       ----      ----      ----      ----    12.380   +.260                 12.120
7650       ----      ----      ----      ----    11.880   +.260                 11.620
7700       ----      ----      ----      ----    11.380   +.260                 11.120
7750       ----      ----      ----      ----    10.880   +.260                 10.620
7800       ----      ----      ----      ----    10.380   +.260                 10.120
7850       ----      ----      ----      ----     9.880   +.260                  9.620
7900       ----      ----      ----      ----     9.380   +.260                  9.120
7950       ----      ----      ----      ----     8.880   +.260                  8.620
8000       ----      ----      ----      ----     8.380   +.260                  8.120
8050       ----      ----      ----      ----     7.880   +.260                  7.620
8100       ----      ----      ----      ----     7.380   +.260                  7.120
8150       ----      ----      ----      ----     6.880   +.260                  6.620
8200       ----      ----      ----      ----     6.380   +.260                  6.120
8250       ----      ----      ----      ----     5.880   +.260                  5.620
8300       ----      ----      ----      ----     5.380   +.260                  5.120
8350       ----      ----      ----      ----     4.880   +.260                  4.620
8400       ----      ----      ----      ----     4.380   +.260                  4.120
8450       ----      ----      ----      ----     3.880   +.260                  3.620
8500       ----     3.550B     ----      ----     3.390   +.260                  3.130
8550      2.880     3.050B    2.880      ----     2.890   +.260          10      2.630
8600       ----     2.560B     ----      ----     2.400   +.250                  2.150
8650       ----     2.070B     ----      ----     1.910   +.240                  1.670
8700       ----     1.600B     ----      ----     1.440   +.220                  1.220                       1
8750       ----     1.150B     .740A     ----     1.000   +.190                   .810                      45
8800       .630      .750B     .410A     ----      .620   +.150          12       .470                     111
8850       ----      .420B     .210A     ----      .330   +.100                   .230           1         415
8900       .130      .200B     .090A     ----      .150   +.050           3       .100           4         352
8950       .080      .080      .040A     ----      .060   +.015          26       .045           7          47
9000       ----      .030B     ----      ----      .025   +.005                   .020                       4
9050       ----      ----      ----      ----      .010    UNCH                   .010
9100       ----      ----      ----      ----      .005    UNCH                   .005                       1
9150       ----      ----      ----      ----      .005   +.005                    CAB
9200       ----      ----      ----      ----       CAB    UNCH                    CAB
9250       ----      ----      ----      ----       CAB    UNCH                    CAB
9300       ----      ----      ----      ----       CAB    UNCH                    CAB
9350       ----      ----      ----      ----       CAB    UNCH                    CAB
9400       ----      ----      ----      ----       CAB    UNCH                    CAB
9450       ----      ----      ----      ----       CAB    UNCH                    CAB
9500       ----      ----      ----      ----       CAB    UNCH                    CAB
9550       ----      ----      ----      ----       CAB    UNCH                    CAB
9600       ----      ----      ----      ----       CAB    UNCH                    CAB
9650       ----      ----      ----      ----       CAB    UNCH                    CAB
9700       ----      ----      ----      ----       CAB    UNCH                    CAB
9750       ----      ----      ----      ----       CAB    UNCH                    CAB
9800       ----      ----      ----      ----       CAB    UNCH                    CAB
9850       ----      ----      ----      ----       CAB    UNCH                    CAB
9900       ----      ----      ----      ----       CAB    UNCH                    CAB
9950       ----      ----      ----      ----       CAB    UNCH                    CAB
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                    51                     12         976
3C NOV14 CANADIAN WEEKLY 3 PUT
10000      ----      ----      ----      ----    11.620   -.260                 11.880
10050      ----      ----      ----      ----    12.120   -.260                 12.380
10100      ----      ----      ----      ----    12.620   -.260                 12.880
10150      ----      ----      ----      ----    13.120   -.260                 13.380
10200      ----      ----      ----      ----    13.620   -.260                 13.880
10250      ----      ----      ----      ----    14.120   -.260                 14.380
10300      ----      ----      ----      ----    14.620   -.260                 14.880
10350      ----      ----      ----      ----    15.120   -.260                 15.380
10400      ----      ----      ----      ----    15.620   -.260                 15.880
10450      ----      ----      ----      ----    16.120   -.260                 16.380
10500      ----      ----      ----      ----    16.620   -.260                 16.880
10550      ----      ----      ----      ----    17.120   -.260                 17.380
10600      ----      ----      ----      ----    17.620   -.260                 17.880
7500       ----      ----      ----      ----       CAB    UNCH                    CAB
7550       ----      ----      ----      ----       CAB    UNCH                    CAB
7600       ----      ----      ----      ----       CAB    UNCH                    CAB
7650       ----      ----      ----      ----       CAB    UNCH                    CAB
7700       ----      ----      ----      ----       CAB    UNCH                    CAB
7750       ----      ----      ----      ----       CAB    UNCH                    CAB
7800       ----      ----      ----      ----       CAB    UNCH                    CAB
7850       ----      ----      ----      ----       CAB    UNCH                    CAB
7900       ----      ----      ----      ----       CAB    UNCH                    CAB
7950       ----      ----      ----      ----       CAB    UNCH                    CAB
8000       ----      ----      ----      ----       CAB    UNCH                    CAB
8050       ----      ----      ----      ----       CAB    UNCH                    CAB
8100       ----      ----      ----      ----       CAB    UNCH                    CAB
8150       ----      ----      ----      ----       CAB    UNCH                    CAB
8200       ----      ----      ----      ----       CAB    UNCH                    CAB
8250       ----      ----      ----      ----       CAB    UNCH                    CAB
8300       ----      ----      ----      ----       CAB    UNCH                    CAB
8350       ----      ----      ----      ----       CAB    UNCH                    CAB
8400       ----      ----      ----      ----       CAB    UNCH                    CAB
8450       ----      ----      ----      ----      .005    UNCH                   .005                       1
8500       ----      ----      ----      ----      .005   -.005                   .010
8550       ----      ----      .010A     ----      .010   -.005                   .015
8600       ----      ----      .015A     ----      .015   -.015                   .030
8650       ----      ----      .030A     ----      .030   -.020                   .050
8700       .060      .060      .060      ----      .060   -.040           1       .100           1         113
8750       .130      .210B     .110A     ----      .120   -.070           4       .190           5         515
8800       ----      .400B     .210A     ----      .240   -.110                   .350                      27
8850       ----      .680B     .370A     ----      .450   -.160                   .610          32          14
8900       ----      ----      .650A     ----      .770   -.210                   .980                      55
8950       ----      ----     1.030A     ----     1.180   -.240                  1.420                      10
9000       ----      ----     1.470A     ----     1.640   -.260                  1.900
9050       ----      ----     2.010A     ----     2.130   -.260                  2.390
9100       ----      ----      ----      ----     2.630   -.250                  2.880
9150       ----      ----      ----      ----     3.120   -.260                  3.380
9200       ----      ----      ----      ----     3.620   -.260                  3.880
9250       ----      ----      ----      ----     4.120   -.260                  4.380
9300       ----      ----      ----      ----     4.620   -.260                  4.880
9350       ----      ----      ----      ----     5.120   -.260                  5.380
9400       ----      ----      ----      ----     5.620   -.260                  5.880
9450       ----      ----      ----      ----     6.120   -.260                  6.380
9500       ----      ----      ----      ----     6.620   -.260                  6.880
9550       ----      ----      ----      ----     7.120   -.260                  7.380
9600       ----      ----      ----      ----     7.620   -.260                  7.880
9650       ----      ----      ----      ----     8.120   -.260                  8.380
9700       ----      ----      ----      ----     8.620   -.260                  8.880
9750       ----      ----      ----      ----     9.120   -.260                  9.380
9800       ----      ----      ----      ----     9.620   -.260                  9.880
9850       ----      ----      ----      ----    10.120   -.260                 10.380
9900       ----      ----      ----      ----    10.620   -.260                 10.880
9950       ----      ----      ----      ----    11.120   -.260                 11.380
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                     5                     38         735
3D NOV14 EUROPEAN-STYLE CANDANDIAN DOLLAR WKLY OPTION 3 CALL
10000      ----      ----      ----      ----       CAB    UNCH                    CAB
10050      ----      ----      ----      ----       CAB    UNCH                    CAB
10100      ----      ----      ----      ----       CAB    UNCH                    CAB
10150      ----      ----      ----      ----       CAB    UNCH                    CAB
10200      ----      ----      ----      ----       CAB    UNCH                    CAB
10250      ----      ----      ----      ----       CAB    UNCH                    CAB
10300      ----      ----      ----      ----       CAB    UNCH                    CAB
10350      ----      ----      ----      ----       CAB    UNCH                    CAB
10400      ----      ----      ----      ----       CAB    UNCH                    CAB
10450      ----      ----      ----      ----       CAB    UNCH                    CAB
10500      ----      ----      ----      ----       CAB    UNCH                    CAB
10550      ----      ----      ----      ----       CAB    UNCH                    CAB
10600      ----      ----      ----      ----       CAB    UNCH                    CAB
7500       ----      ----      ----      ----    .13380 +.00260                 .13120
7550       ----      ----      ----      ----    .12880 +.00260                 .12620
7600       ----      ----      ----      ----    .12380 +.00260                 .12120
7650       ----      ----      ----      ----    .11880 +.00260                 .11620
7700       ----      ----      ----      ----    .11380 +.00260                 .11120
7750       ----      ----      ----      ----    .10880 +.00260                 .10620
7800       ----      ----      ----      ----    .10380 +.00260                 .10120
7850       ----      ----      ----      ----    .09880 +.00260                 .09620
7900       ----      ----      ----      ----    .09380 +.00260                 .09120
7950       ----      ----      ----      ----    .08880 +.00260                 .08620
8000       ----      ----      ----      ----    .08380 +.00260                 .08120
8050       ----      ----      ----      ----    .07880 +.00260                 .07620
8100       ----      ----      ----      ----    .07380 +.00260                 .07120
8150       ----      ----      ----      ----    .06880 +.00260                 .06620
8200       ----      ----      ----      ----    .06380 +.00260                 .06120
8250       ----      ----      ----      ----    .05880 +.00260                 .05620
8300       ----      ----      ----      ----    .05380 +.00260                 .05120
8350       ----      ----      ----      ----    .04880 +.00260                 .04620
8400       ----      ----      ----      ----    .04380 +.00260                 .04120
8450       ----      ----      ----      ----    .03880 +.00260                 .03620
8500       ----      ----      ----      ----    .03390 +.00260                 .03130
8550       ----      ----      ----      ----    .02890 +.00260                 .02630
8600       ----      ----      ----      ----    .02400 +.00250                 .02150
8650       ----      ----      ----      ----    .01910 +.00240                 .01670
8700       ----      ----      ----      ----    .01440 +.00220                 .01220
8750       ----      ----      ----      ----    .01000 +.00190                 .00810
8800       ----      ----      ----      ----    .00620 +.00150                 .00470
8850       ----    .00330B     ----      ----    .00330 +.00100                 .00230
8900       ----    .00130B     ----      ----    .00150 +.00050                 .00100
8950       ----      ----      ----      ----    .00060 +.00015                 .00045
9000       ----      ----      ----      ----    .00025 +.00005                 .00020
9050       ----      ----      ----      ----    .00010    UNCH                 .00010
9100       ----      ----      ----      ----    .00005    UNCH                 .00005
9150       ----      ----      ----      ----    .00005 +.00005                    CAB
9200       ----      ----      ----      ----       CAB    UNCH                    CAB
9250       ----      ----      ----      ----       CAB    UNCH                    CAB
9300       ----      ----      ----      ----       CAB    UNCH                    CAB
9350       ----      ----      ----      ----       CAB    UNCH                    CAB
9400       ----      ----      ----      ----       CAB    UNCH                    CAB
9450       ----      ----      ----      ----       CAB    UNCH                    CAB
9500       ----      ----      ----      ----       CAB    UNCH                    CAB
9550       ----      ----      ----      ----       CAB    UNCH                    CAB
9600       ----      ----      ----      ----       CAB    UNCH                    CAB
9650       ----      ----      ----      ----       CAB    UNCH                    CAB
9700       ----      ----      ----      ----       CAB    UNCH                    CAB
9750       ----      ----      ----      ----       CAB    UNCH                    CAB
9800       ----      ----      ----      ----       CAB    UNCH                    CAB
9850       ----      ----      ----      ----       CAB    UNCH                    CAB
9900       ----      ----      ----      ----       CAB    UNCH                    CAB
9950       ----      ----      ----      ----       CAB    UNCH                    CAB
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL
3D NOV14 EUROPEAN-STYLE CANDANDIAN DOLLAR WKLY OPTION 3 PUT
10000      ----      ----      ----      ----    .11620 -.00260                 .11880
10050      ----      ----      ----      ----    .12120 -.00260                 .12380
10100      ----      ----      ----      ----    .12620 -.00260                 .12880
10150      ----      ----      ----      ----    .13120 -.00260                 .13380
10200      ----      ----      ----      ----    .13620 -.00260                 .13880
10250      ----      ----      ----      ----    .14120 -.00260                 .14380
10300      ----      ----      ----      ----    .14620 -.00260                 .14880
10350      ----      ----      ----      ----    .15120 -.00260                 .15380
10400      ----      ----      ----      ----    .15620 -.00260                 .15880
10450      ----      ----      ----      ----    .16120 -.00260                 .16380
10500      ----      ----      ----      ----    .16620 -.00260                 .16880
10550      ----      ----      ----      ----    .17120 -.00260                 .17380
10600      ----      ----      ----      ----    .17620 -.00260                 .17880
7500       ----      ----      ----      ----       CAB    UNCH                    CAB
7550       ----      ----      ----      ----       CAB    UNCH                    CAB
7600       ----      ----      ----      ----       CAB    UNCH                    CAB
7650       ----      ----      ----      ----       CAB    UNCH                    CAB
7700       ----      ----      ----      ----       CAB    UNCH                    CAB
7750       ----      ----      ----      ----       CAB    UNCH                    CAB
7800       ----      ----      ----      ----       CAB    UNCH                    CAB
7850       ----      ----      ----      ----       CAB    UNCH                    CAB
7900       ----      ----      ----      ----       CAB    UNCH                    CAB
7950       ----      ----      ----      ----       CAB    UNCH                    CAB
8000       ----      ----      ----      ----       CAB    UNCH                    CAB
8050       ----      ----      ----      ----       CAB    UNCH                    CAB
8100       ----      ----      ----      ----       CAB    UNCH                    CAB
8150       ----      ----      ----      ----       CAB    UNCH                    CAB
8200       ----      ----      ----      ----       CAB    UNCH                    CAB
8250       ----      ----      ----      ----       CAB    UNCH                    CAB
8300       ----      ----      ----      ----       CAB    UNCH                    CAB
8350       ----      ----      ----      ----       CAB    UNCH                    CAB
8400       ----      ----      ----      ----       CAB    UNCH                    CAB
8450       ----      ----      ----      ----    .00005    UNCH                 .00005
8500       ----      ----      ----      ----    .00005 -.00005                 .00010
8550       ----      ----      ----      ----    .00010 -.00005                 .00015
8600       ----      ----      ----      ----    .00015 -.00015                 .00030
8650       ----      ----      ----      ----    .00030 -.00020                 .00050
8700       ----      ----      ----      ----    .00060 -.00040                 .00100
8750       ----      ----    .00140A     ----    .00120 -.00070                 .00190
8800       ----      ----    .00250A     ----    .00240 -.00110                 .00350
8850       ----      ----      ----      ----    .00450 -.00160                 .00610
8900       ----      ----      ----      ----    .00770 -.00210                 .00980
8950       ----      ----      ----      ----    .01180 -.00240                 .01420
9000       ----      ----      ----      ----    .01640 -.00260                 .01900
9050       ----      ----      ----      ----    .02130 -.00260                 .02390
9100       ----      ----      ----      ----    .02630 -.00250                 .02880
9150       ----      ----      ----      ----    .03120 -.00260                 .03380
9200       ----      ----      ----      ----    .03620 -.00260                 .03880
9250       ----      ----      ----      ----    .04120 -.00260                 .04380
9300       ----      ----      ----      ----    .04620 -.00260                 .04880
9350       ----      ----      ----      ----    .05120 -.00260                 .05380
9400       ----      ----      ----      ----    .05620 -.00260                 .05880
9450       ----      ----      ----      ----    .06120 -.00260                 .06380
9500       ----      ----      ----      ----    .06620 -.00260                 .06880
9550       ----      ----      ----      ----    .07120 -.00260                 .07380
9600       ----      ----      ----      ----    .07620 -.00260                 .07880
9650       ----      ----      ----      ----    .08120 -.00260                 .08380
9700       ----      ----      ----      ----    .08620 -.00260                 .08880
9750       ----      ----      ----      ----    .09120 -.00260                 .09380
9800       ----      ----      ----      ----    .09620 -.00260                 .09880
9850       ----      ----      ----      ----    .10120 -.00260                 .10380
9900       ----      ----      ----      ----    .10620 -.00260                 .10880
9950       ----      ----      ----      ----    .11120 -.00260                 .11380
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL
4C NOV14 CANADIAN WEEKLY 4 CALL
10000      ----      ----      ----      ----       CAB    UNCH                    CAB
10050      ----      ----      ----      ----       CAB    UNCH                    CAB
10100      ----      ----      ----      ----       CAB    UNCH                    CAB
10150      ----      ----      ----      ----       CAB    UNCH                    CAB
10200      ----      ----      ----      ----       CAB    UNCH                    CAB
10250      ----      ----      ----      ----       CAB    UNCH                    CAB
10300      ----      ----      ----      ----       CAB    UNCH                    CAB
10350      ----      ----      ----      ----       CAB    UNCH                    CAB
10400      ----      ----      ----      ----       CAB    UNCH                    CAB
10450      ----      ----      ----      ----       CAB    UNCH                    CAB
10500      ----      ----      ----      ----       CAB    UNCH                    CAB
10550      ----      ----      ----      ----       CAB    UNCH                    CAB
10600      ----      ----      ----      ----       CAB    UNCH                    CAB
7500       ----      ----      ----      ----    13.380   +.260                 13.120
7550       ----      ----      ----      ----    12.880   +.260                 12.620
7600       ----      ----      ----      ----    12.380   +.260                 12.120
7650       ----      ----      ----      ----    11.880   +.260                 11.620
7700       ----      ----      ----      ----    11.380   +.260                 11.120
7750       ----      ----      ----      ----    10.880   +.260                 10.620
7800       ----      ----      ----      ----    10.380   +.260                 10.120
7850       ----      ----      ----      ----     9.880   +.260                  9.620
7900       ----      ----      ----      ----     9.380   +.260                  9.120
7950       ----      ----      ----      ----     8.880   +.260                  8.620
8000       ----      ----      ----      ----     8.380   +.260                  8.120
8050       ----      ----      ----      ----     7.880   +.260                  7.620
8100       ----      ----      ----      ----     7.380   +.260                  7.120
8150       ----      ----      ----      ----     6.880   +.260                  6.620
8200       ----      ----      ----      ----     6.380   +.260                  6.120
8250       ----      ----      ----      ----     5.880   +.260                  5.620
8300       ----      ----      ----      ----     5.380   +.260                  5.120
8350       ----      ----      ----      ----     4.880   +.250                  4.630
8400       ----      ----      ----      ----     4.380   +.250                  4.130
8450       ----      ----      ----      ----     3.890   +.260                  3.630
8500       ----      ----      ----      ----     3.390   +.250                  3.140
8550       ----      ----      ----      ----     2.900   +.250                  2.650
8600       ----      ----      ----      ----     2.420   +.240                  2.180
8650       ----      ----      ----      ----     1.950   +.230                  1.720
8700       ----     1.610B     ----      ----     1.500   +.210                  1.290
8750       ----     1.200B     .840A     ----     1.090   +.190                   .900
8800       ----      .830B     .520A     ----      .730   +.160                   .570                      10
8850       ----      .520B     .300A     ----      .440   +.120                   .320           1           2
8900       .270      .280B     .270      ----      .240   +.080           2       .160           2          77
8950       ----      .140B     ----      ----      .110   +.040                   .070
9000       ----      .060B     ----      ----      .050   +.020                   .030                      16
9050       ----      .025B     ----      ----      .020   +.005                   .015
9100       ----      ----      ----      ----      .010    UNCH                   .010
9150       ----      ----      ----      ----      .005    UNCH                   .005
9200       ----      ----      ----      ----       CAB   -.005                   .005
9250       ----      ----      ----      ----       CAB    UNCH                    CAB
9300       ----      ----      ----      ----       CAB    UNCH                    CAB
9350       ----      ----      ----      ----       CAB    UNCH                    CAB
9400       ----      ----      ----      ----       CAB    UNCH                    CAB
9450       ----      ----      ----      ----       CAB    UNCH                    CAB
9500       ----      ----      ----      ----       CAB    UNCH                    CAB
9550       ----      ----      ----      ----       CAB    UNCH                    CAB
9600       ----      ----      ----      ----       CAB    UNCH                    CAB
9650       ----      ----      ----      ----       CAB    UNCH                    CAB
9700       ----      ----      ----      ----       CAB    UNCH                    CAB
9750       ----      ----      ----      ----       CAB    UNCH                    CAB
9800       ----      ----      ----      ----       CAB    UNCH                    CAB
9850       ----      ----      ----      ----       CAB    UNCH                    CAB
9900       ----      ----      ----      ----       CAB    UNCH                    CAB
9950       ----      ----      ----      ----       CAB    UNCH                    CAB
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                     2                      3         105
4C NOV14 CANADIAN WEEKLY 4 PUT
10000      ----      ----      ----      ----    11.620   -.260                 11.880
10050      ----      ----      ----      ----    12.120   -.260                 12.380
10100      ----      ----      ----      ----    12.620   -.260                 12.880
10150      ----      ----      ----      ----    13.120   -.260                 13.380
10200      ----      ----      ----      ----    13.620   -.260                 13.880
10250      ----      ----      ----      ----    14.120   -.260                 14.380
10300      ----      ----      ----      ----    14.620   -.260                 14.880
10350      ----      ----      ----      ----    15.120   -.260                 15.380
10400      ----      ----      ----      ----    15.620   -.260                 15.880
10450      ----      ----      ----      ----    16.120   -.260                 16.380
10500      ----      ----      ----      ----    16.620   -.260                 16.880
10550      ----      ----      ----      ----    17.120   -.260                 17.380
10600      ----      ----      ----      ----    17.620   -.260                 17.880
7500       ----      ----      ----      ----       CAB    UNCH                    CAB
7550       ----      ----      ----      ----       CAB    UNCH                    CAB
7600       ----      ----      ----      ----       CAB    UNCH                    CAB
7650       ----      ----      ----      ----       CAB    UNCH                    CAB
7700       ----      ----      ----      ----       CAB    UNCH                    CAB
7750       ----      ----      ----      ----       CAB    UNCH                    CAB
7800       ----      ----      ----      ----       CAB    UNCH                    CAB
7850       ----      ----      ----      ----       CAB    UNCH                    CAB
7900       ----      ----      ----      ----       CAB    UNCH                    CAB
7950       ----      ----      ----      ----       CAB    UNCH                    CAB
8000       ----      ----      ----      ----       CAB    UNCH                    CAB
8050       ----      ----      ----      ----       CAB    UNCH                    CAB
8100       ----      ----      ----      ----       CAB    UNCH                    CAB
8150       ----      ----      ----      ----       CAB    UNCH                    CAB
8200       ----      ----      ----      ----       CAB    UNCH                    CAB
8250       ----      ----      ----      ----       CAB    UNCH                    CAB
8300       ----      ----      ----      ----       CAB   -.005                   .005
8350       ----      ----      ----      ----       CAB   -.005                   .005
8400       ----      ----      ----      ----      .005   -.005                   .010
8450       ----      ----      ----      ----      .010   -.005                   .015
8500       ----      ----      .015A     ----      .010   -.010                   .020                       1
8550       ----      ----      .025A     ----      .020   -.015                   .035
8600       ----      ----      .040A     ----      .035   -.025                   .060
8650       ----      ----      .060A     ----      .070   -.030                   .100
8700       ----      ----      .110A     ----      .120   -.050                   .170
8750       ----      .290B     .180A     ----      .210   -.070                   .280          29          29
8800       ----      .490B     .300A     ----      .350   -.100                   .450                      12
8850       ----      .760B     .480A     ----      .560   -.140                   .700
8900       ----      ----      .750A     ----      .860   -.180                  1.040
8950       ----      ----     1.120A     ----     1.230   -.220                  1.450
9000       ----      ----     1.550A     ----     1.670   -.240                  1.910
9050       ----      ----     2.020A     ----     2.140   -.250                  2.390
9100       ----      ----      ----      ----     2.630   -.260                  2.890
9150       ----      ----      ----      ----     3.120   -.270                  3.390
9200       ----      ----      ----      ----     3.620   -.260                  3.880
9250       ----      ----      ----      ----     4.120   -.260                  4.380
9300       ----      ----      ----      ----     4.620   -.260                  4.880
9350       ----      ----      ----      ----     5.120   -.260                  5.380
9400       ----      ----      ----      ----     5.620   -.260                  5.880
9450       ----      ----      ----      ----     6.120   -.260                  6.380
9500       ----      ----      ----      ----     6.620   -.260                  6.880
9550       ----      ----      ----      ----     7.120   -.260                  7.380
9600       ----      ----      ----      ----     7.620   -.260                  7.880
9650       ----      ----      ----      ----     8.120   -.260                  8.380
9700       ----      ----      ----      ----     8.620   -.260                  8.880
9750       ----      ----      ----      ----     9.120   -.260                  9.380
9800       ----      ----      ----      ----     9.620   -.260                  9.880
9850       ----      ----      ----      ----    10.120   -.260                 10.380
9900       ----      ----      ----      ----    10.620   -.260                 10.880
9950       ----      ----      ----      ----    11.120   -.260                 11.380
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                           29          42
4D NOV14 EUROPEAN-STYLE CANDANDIAN DOLLAR WKLY OPTION 4 CALL
10000      ----      ----      ----      ----       CAB    UNCH                    CAB
10050      ----      ----      ----      ----       CAB    UNCH                    CAB
10100      ----      ----      ----      ----       CAB    UNCH                    CAB
10150      ----      ----      ----      ----       CAB    UNCH                    CAB
10200      ----      ----      ----      ----       CAB    UNCH                    CAB
10250      ----      ----      ----      ----       CAB    UNCH                    CAB
10300      ----      ----      ----      ----       CAB    UNCH                    CAB
10350      ----      ----      ----      ----       CAB    UNCH                    CAB
10400      ----      ----      ----      ----       CAB    UNCH                    CAB
10450      ----      ----      ----      ----       CAB    UNCH                    CAB
10500      ----      ----      ----      ----       CAB    UNCH                    CAB
10550      ----      ----      ----      ----       CAB    UNCH                    CAB
10600      ----      ----      ----      ----       CAB    UNCH                    CAB
7500       ----      ----      ----      ----    .13380 +.00260                 .13120
7550       ----      ----      ----      ----    .12880 +.00260                 .12620
7600       ----      ----      ----      ----    .12380 +.00260                 .12120
7650       ----      ----      ----      ----    .11880 +.00260                 .11620
7700       ----      ----      ----      ----    .11380 +.00260                 .11120
7750       ----      ----      ----      ----    .10880 +.00260                 .10620
7800       ----      ----      ----      ----    .10380 +.00260                 .10120
7850       ----      ----      ----      ----    .09880 +.00260                 .09620
7900       ----      ----      ----      ----    .09380 +.00260                 .09120
7950       ----      ----      ----      ----    .08880 +.00260                 .08620
8000       ----      ----      ----      ----    .08380 +.00260                 .08120
8050       ----      ----      ----      ----    .07880 +.00260                 .07620
8100       ----      ----      ----      ----    .07380 +.00260                 .07120
8150       ----      ----      ----      ----    .06880 +.00260                 .06620
8200       ----      ----      ----      ----    .06380 +.00260                 .06120
8250       ----      ----      ----      ----    .05880 +.00260                 .05620
8300       ----      ----      ----      ----    .05380 +.00260                 .05120
8350       ----      ----      ----      ----    .04880 +.00250                 .04630
8400       ----      ----      ----      ----    .04380 +.00250                 .04130
8450       ----      ----      ----      ----    .03890 +.00260                 .03630
8500       ----      ----      ----      ----    .03390 +.00250                 .03140
8550       ----      ----      ----      ----    .02900 +.00250                 .02650
8600       ----      ----      ----      ----    .02420 +.00240                 .02180
8650       ----      ----      ----      ----    .01950 +.00230                 .01720
8700       ----      ----      ----      ----    .01500 +.00210                 .01290
8750       ----      ----      ----      ----    .01090 +.00190                 .00900
8800       ----      ----      ----      ----    .00730 +.00160                 .00570
8850       ----    .00440B     ----      ----    .00440 +.00120                 .00320
8900       ----    .00230B     ----      ----    .00240 +.00080                 .00160
8950       ----    .00110B     ----      ----    .00110 +.00040                 .00070
9000       ----      ----      ----      ----    .00050 +.00020                 .00030
9050       ----      ----      ----      ----    .00020 +.00005                 .00015
9100       ----      ----      ----      ----    .00010    UNCH                 .00010
9150       ----      ----      ----      ----    .00005    UNCH                 .00005
9200       ----      ----      ----      ----       CAB -.00005                 .00005
9250       ----      ----      ----      ----       CAB    UNCH                    CAB
9300       ----      ----      ----      ----       CAB    UNCH                    CAB
9350       ----      ----      ----      ----       CAB    UNCH                    CAB
9400       ----      ----      ----      ----       CAB    UNCH                    CAB
9450       ----      ----      ----      ----       CAB    UNCH                    CAB
9500       ----      ----      ----      ----       CAB    UNCH                    CAB
9550       ----      ----      ----      ----       CAB    UNCH                    CAB
9600       ----      ----      ----      ----       CAB    UNCH                    CAB
9650       ----      ----      ----      ----       CAB    UNCH                    CAB
9700       ----      ----      ----      ----       CAB    UNCH                    CAB
9750       ----      ----      ----      ----       CAB    UNCH                    CAB
9800       ----      ----      ----      ----       CAB    UNCH                    CAB
9850       ----      ----      ----      ----       CAB    UNCH                    CAB
9900       ----      ----      ----      ----       CAB    UNCH                    CAB
